feats,r2_train,r2_test,mape_train,mape_test,rmse_train,rmse_test,feature_importance_std_train,feature_importance_std_test
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar']",0.8243113190549067,0.678700170666667,14.535804192381255,18.358717318477368,0.548333652967775,0.7070348038506713,0.25942466,0.25942466
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar', 'vi_gi_h_mean', 'vi_ci_chloro_h_mean', 'vi_ndre_h_mean', 'ref_h_mean_6', 'ref_h_mean_37']",0.8712357448107118,0.6603606985302767,12.868548409509787,19.02002006485855,0.46942981510037834,0.7269332175143304,0.16927049,0.16927049
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar', 'vi_psnd_h_mean', 'vi_mcari_h_mean', 'ref_h_mean_33', 'ref_h_mean_51']",0.91836777249906,0.6900121660541945,10.214437446218552,17.461210191689315,0.3737694773417573,0.6944770042463544,0.18917301,0.18917301
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar', 'vi_psnd_h_mean', 'vi_mcari_h_mean', 'ref_h_mean_14', 'ref_h_mean_33', 'ref_h_mean_51']",0.928213191739234,0.6740563794286727,9.578266935640263,17.61610761055399,0.35050589925795944,0.7121259105318801,0.18381502,0.18381502
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar', 'pca_h_0', 'pca_h_1', 'pca_h_2']",0.8627543931149764,0.6980509541925624,13.17750457690848,17.607921187919317,0.4846433250303795,0.6854130608372861,0.1790541,0.1790541
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar', 'fa_h_0', 'fa_h_1', 'fa_h_2']",0.9112578250281747,0.6846590600136007,10.387670261509387,17.44943964217171,0.3897068538808139,0.700447716828727,0.24695283,0.24695283
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar', 'ica_h_0', 'ica_h_1', 'ica_h_2']",0.9113866405108261,0.6975991647312596,10.42942801985725,17.22666653714966,0.38942390776737146,0.6859256417772992,0.1873971,0.1873971
"['gdd', 'gdd_harvest', 'evap', 'evap_harvest', 'vol_lidar', 'plsr_h_0', 'plsr_h_1', 'plsr_h_2']",0.9213978312128072,0.6780561449854408,9.831847699565232,17.842280652983707,0.36676701798512085,0.7077430529353607,0.19380437,0.19380437
